,customer_id,Prob of 0,Prob of 1,Churn
7029,9717-IOAAF,0.9544179523141655,0.0455820476858345,0
2468,5685-IIXLY,0.4002808988764045,0.5997191011235955,1
6660,3836-FZSDJ,0.9544179523141655,0.0455820476858345,0
2790,7248-VZQLC,0.8430717863105175,0.15692821368948248,0
2928,7916-VCCPB,0.4002808988764045,0.5997191011235955,1
2676,6688-UZPWD,0.4002808988764045,0.5997191011235955,1
3540,3407-QGWLG,0.8046767537826685,0.1953232462173315,0
632,5133-POWUA,0.5026455026455027,0.4973544973544973,0
6023,1150-WFARN,0.8430717863105175,0.15692821368948248,0
6976,8896-RAZCR,0.9544179523141655,0.0455820476858345,0
5763,6701-DHKWQ,0.9544179523141655,0.0455820476858345,0
720,5832-EXGTT,0.9544179523141655,0.0455820476858345,0
1949,3372-KWFBM,0.4002808988764045,0.5997191011235955,1
6047,1576-PFZIW,0.8430717863105175,0.15692821368948248,0
4186,5575-GNVDE,0.9544179523141655,0.0455820476858345,0
3460,2080-SRCDE,0.8046767537826685,0.1953232462173315,0
5842,7963-SHNDT,0.9544179523141655,0.0455820476858345,0
1013,8182-PNAGI,0.5026455026455027,0.4973544973544973,0
3234,9506-UXUSK,0.4002808988764045,0.5997191011235955,1
5200,5986-WWXDV,0.9544179523141655,0.0455820476858345,0
2048,3834-XUIFC,0.4002808988764045,0.5997191011235955,1
6380,9541-ZPSEA,0.8430717863105175,0.15692821368948248,0
5503,2773-MADBQ,0.9544179523141655,0.0455820476858345,0
1304,0365-TRTPY,0.8430717863105175,0.15692821368948248,0
3280,9701-CDXHR,0.9544179523141655,0.0455820476858345,0
2704,6856-RAURS,0.4002808988764045,0.5997191011235955,1
1063,8650-RHRKE,0.5026455026455027,0.4973544973544973,0
6716,4825-FUREZ,0.8350515463917526,0.16494845360824742,0
4399,9200-NLNPD,0.9544179523141655,0.0455820476858345,0
1086,8757-TFHHJ,0.8046767537826685,0.1953232462173315,0
585,4727-MCYZG,0.5026455026455027,0.4973544973544973,0
6142,3963-RYFNS,0.8430717863105175,0.15692821368948248,0
3691,6258-NGCNG,0.8046767537826685,0.1953232462173315,0
6793,6010-DDPPW,0.9544179523141655,0.0455820476858345,0
4801,6480-YAGIY,0.8430717863105175,0.15692821368948248,0
4552,1984-FCOWB,0.6405135520684736,0.3594864479315264,0
4082,3658-QQJYD,0.8430717863105175,0.15692821368948248,0
6833,6734-JDTTV,0.9544179523141655,0.0455820476858345,0
5688,5727-MYATE,0.8430717863105175,0.15692821368948248,0
6527,1945-XISKS,0.9544179523141655,0.0455820476858345,0
5240,6980-CDGFC,0.9544179523141655,0.0455820476858345,0
565,4608-LCIMN,0.5026455026455027,0.4973544973544973,0
5472,2200-DSAAL,0.6405135520684736,0.3594864479315264,0
6961,8711-LOBKY,0.9544179523141655,0.0455820476858345,0
1495,1307-ATKGB,0.6405135520684736,0.3594864479315264,0
800,6507-DTJZV,0.5026455026455027,0.4973544973544973,0
4683,4476-OSWTN,0.8430717863105175,0.15692821368948248,0
5181,5562-BETPV,0.8046767537826685,0.1953232462173315,0
4066,3441-CGZJH,0.9544179523141655,0.0455820476858345,0
2045,3804-RVTGV,0.8430717863105175,0.15692821368948248,0
6264,6838-YAUVY,0.8430717863105175,0.15692821368948248,0
6338,8565-WUXZU,0.8430717863105175,0.15692821368948248,0
2353,5201-USSQZ,0.8430717863105175,0.15692821368948248,0
5856,8165-CBKXO,0.9544179523141655,0.0455820476858345,0
6742,5220-AGAAX,0.9544179523141655,0.0455820476858345,0
395,3391-JSQEW,0.9544179523141655,0.0455820476858345,0
5357,0229-LFJAF,0.9544179523141655,0.0455820476858345,0
5158,4893-GYUJU,0.9544179523141655,0.0455820476858345,0
5944,9489-DEDVP,0.9544179523141655,0.0455820476858345,0
6469,1080-BWSYE,0.9544179523141655,0.0455820476858345,0
3564,3824-RHKVR,0.9544179523141655,0.0455820476858345,0
2882,7638-QVMVY,0.4002808988764045,0.5997191011235955,1
2259,4818-DRBQT,0.8430717863105175,0.15692821368948248,0
5978,0017-IUDMW,0.8430717863105175,0.15692821368948248,0
1428,0940-OUQEC,0.4002808988764045,0.5997191011235955,1
3516,2958-NHPPS,0.8350515463917526,0.16494845360824742,0
1667,2144-BFDSO,0.8430717863105175,0.15692821368948248,0
1412,0880-TKATG,0.4002808988764045,0.5997191011235955,1
340,2937-FTHUR,0.8350515463917526,0.16494845360824742,0
2960,8058-JMEQO,0.4002808988764045,0.5997191011235955,1
4905,8433-WPJTV,0.8430717863105175,0.15692821368948248,0
1289,0320-JDNQG,0.6405135520684736,0.3594864479315264,0
2601,6331-EWIEB,0.6405135520684736,0.3594864479315264,0
533,4367-NHWMM,0.5026455026455027,0.4973544973544973,0
5791,7138-GIRSH,0.9544179523141655,0.0455820476858345,0
909,7421-ZLUPA,0.8046767537826685,0.1953232462173315,0
6274,7005-CYUIL,0.6405135520684736,0.3594864479315264,0
6278,7055-JCGNI,0.8430717863105175,0.15692821368948248,0
1867,3006-XIMLN,0.4002808988764045,0.5997191011235955,1
1983,3509-GWQGF,0.9544179523141655,0.0455820476858345,0
2475,5729-KLZAR,0.4002808988764045,0.5997191011235955,1
2764,7133-VBDCG,0.8430717863105175,0.15692821368948248,0
4857,7550-WIQVA,0.6405135520684736,0.3594864479315264,0
5,0067-DKWBL,0.8046767537826685,0.1953232462173315,0
1746,2528-HFYZX,0.6405135520684736,0.3594864479315264,0
948,7733-UDMTP,0.8350515463917526,0.16494845360824742,0
859,6982-SSHFK,0.5026455026455027,0.4973544973544973,0
1725,2455-USLMV,0.8430717863105175,0.15692821368948248,0
3703,6509-TSGWN,0.9544179523141655,0.0455820476858345,0
6375,9351-HXDMR,0.8430717863105175,0.15692821368948248,0
3929,0930-EHUZA,0.8430717863105175,0.15692821368948248,0
1486,1251-STYSZ,0.4002808988764045,0.5997191011235955,1
2496,5879-SESNB,0.4002808988764045,0.5997191011235955,1
6391,9739-JLPQJ,0.8430717863105175,0.15692821368948248,0
1410,0876-WDUUZ,0.4002808988764045,0.5997191011235955,1
673,5423-BHIXO,0.8350515463917526,0.16494845360824742,0
3077,8709-KRDVL,0.6405135520684736,0.3594864479315264,0
1171,9526-BIHHD,0.8046767537826685,0.1953232462173315,0
3820,8944-AILEF,0.8046767537826685,0.1953232462173315,0
3870,9962-BFPDU,0.8046767537826685,0.1953232462173315,0
1316,0410-IPFTY,0.8430717863105175,0.15692821368948248,0
2702,6847-KJLTS,0.8430717863105175,0.15692821368948248,0
5774,6897-RWMUB,0.9544179523141655,0.0455820476858345,0
4588,2623-DRYAM,0.6405135520684736,0.3594864479315264,0
5498,2661-GKBTK,0.8430717863105175,0.15692821368948248,0
472,3945-GFWQL,0.5026455026455027,0.4973544973544973,0
2291,4919-MOAVT,0.4002808988764045,0.5997191011235955,1
1483,1228-FZFRV,0.8430717863105175,0.15692821368948248,0
6140,3882-IYOIJ,0.8430717863105175,0.15692821368948248,0
4737,5297-MDOIR,0.8430717863105175,0.15692821368948248,0
2532,5981-ITEMU,0.8430717863105175,0.15692821368948248,0
5648,5135-RDDQL,0.9544179523141655,0.0455820476858345,0
5937,9435-JMLSX,0.8430717863105175,0.15692821368948248,0
6282,7176-WRTNX,0.8430717863105175,0.15692821368948248,0
987,7963-GQRMY,0.5026455026455027,0.4973544973544973,0
4117,4342-HFXWS,0.9544179523141655,0.0455820476858345,0
4125,4544-RXFMG,0.5026455026455027,0.4973544973544973,0
3129,8972-HJWNV,0.4002808988764045,0.5997191011235955,1
1962,3420-YJLQT,0.4002808988764045,0.5997191011235955,1
3472,2233-FAGXV,0.8046767537826685,0.1953232462173315,0
2642,6518-LGAOV,0.6405135520684736,0.3594864479315264,0
2335,5136-GFPMB,0.8430717863105175,0.15692821368948248,0
6414,0264-CNITK,0.9544179523141655,0.0455820476858345,0
487,4030-VPZBD,0.5026455026455027,0.4973544973544973,0
3124,8937-RDTHP,0.140625,0.859375,1
5441,1642-HMARX,0.6405135520684736,0.3594864479315264,0
6434,0506-YLVKJ,0.9544179523141655,0.0455820476858345,0
6379,9488-FYQAU,0.8430717863105175,0.15692821368948248,0
2342,5159-YFPKQ,0.4002808988764045,0.5997191011235955,1
2317,5044-LRQAQ,0.4002808988764045,0.5997191011235955,1
5636,4992-LTJNE,0.9544179523141655,0.0455820476858345,0
5155,4750-UKWJK,0.9544179523141655,0.0455820476858345,0
6407,0057-QBUQH,0.8350515463917526,0.16494845360824742,0
5800,7274-CGTOD,0.9544179523141655,0.0455820476858345,0
4965,9705-IOVQQ,0.6405135520684736,0.3594864479315264,0
5639,5010-IPEAQ,0.9544179523141655,0.0455820476858345,0
4366,8668-KNZTI,0.8350515463917526,0.16494845360824742,0
5750,6522-OIQSX,0.9544179523141655,0.0455820476858345,0
4058,3275-RHRNE,0.9544179523141655,0.0455820476858345,0
5361,0253-ZTEOB,0.6405135520684736,0.3594864479315264,0
1823,2865-TCHJW,0.4002808988764045,0.5997191011235955,1
2959,8058-INTPH,0.140625,0.859375,1
1273,0237-YFUTL,0.8430717863105175,0.15692821368948248,0
2175,4450-DLLMH,0.4002808988764045,0.5997191011235955,1
1995,3569-EDBPQ,0.6405135520684736,0.3594864479315264,0
3085,8740-CRYFY,0.140625,0.859375,1
6564,2429-AYKKO,0.9544179523141655,0.0455820476858345,0
1169,9518-IMLHK,0.9544179523141655,0.0455820476858345,0
4502,1024-KPRBB,0.8430717863105175,0.15692821368948248,0
399,3415-TAILE,0.5026455026455027,0.4973544973544973,0
3630,4946-EDSEW,0.8046767537826685,0.1953232462173315,0
1552,1596-BBVTG,0.8430717863105175,0.15692821368948248,0
5176,5474-LAMUQ,0.9544179523141655,0.0455820476858345,0
5705,5980-BDHPY,0.8430717863105175,0.15692821368948248,0
3301,9799-CAYJJ,0.4002808988764045,0.5997191011235955,1
5057,2239-CFOUJ,0.8046767537826685,0.1953232462173315,0
5104,3523-BRGUW,0.9544179523141655,0.0455820476858345,0
554,4501-VCPFK,0.8350515463917526,0.16494845360824742,0
3382,0670-KDOMA,0.8046767537826685,0.1953232462173315,0
5562,3654-ARMGP,0.8430717863105175,0.15692821368948248,0
1077,8720-RQSBJ,0.5026455026455027,0.4973544973544973,0
6112,3258-ZKPAI,0.8430717863105175,0.15692821368948248,0
4726,5168-MQQCA,0.8430717863105175,0.15692821368948248,0
2142,4282-YMKNA,0.4002808988764045,0.5997191011235955,1
6951,8515-OCTJS,0.9544179523141655,0.0455820476858345,0
5142,4537-CIBHB,0.8046767537826685,0.1953232462173315,0
5653,5208-FVQKB,0.9544179523141655,0.0455820476858345,0
707,5673-TIYIB,0.8046767537826685,0.1953232462173315,0
1255,0151-ONTOV,0.140625,0.859375,1
798,6497-TILVL,0.8046767537826685,0.1953232462173315,0
1456,1084-UQCHV,0.140625,0.859375,1
1741,2514-GINMM,0.140625,0.859375,1
4181,5387-ASZNZ,0.9544179523141655,0.0455820476858345,0
1933,3315-TOTBP,0.4002808988764045,0.5997191011235955,1
1116,9013-AQORL,0.9544179523141655,0.0455820476858345,0
2831,7426-RHZGU,0.4002808988764045,0.5997191011235955,1
94,0851-DFJKB,0.8046767537826685,0.1953232462173315,0
1330,0487-RPVUM,0.8430717863105175,0.15692821368948248,0
1062,8648-PFRMP,0.5026455026455027,0.4973544973544973,0
4093,3941-XTSKM,0.9544179523141655,0.0455820476858345,0
6597,2961-VNFKL,0.9544179523141655,0.0455820476858345,0
3927,0872-CASZJ,0.9544179523141655,0.0455820476858345,0
5626,4854-SSLTN,0.8046767537826685,0.1953232462173315,0
4747,5445-PZWGX,0.6405135520684736,0.3594864479315264,0
5917,9135-MGVPY,0.8430717863105175,0.15692821368948248,0
3134,8999-BOHSE,0.4002808988764045,0.5997191011235955,1
2147,4291-SHSBH,0.4002808988764045,0.5997191011235955,1
3588,4237-CLSMM,0.8046767537826685,0.1953232462173315,0
2510,5922-ABDVO,0.8430717863105175,0.15692821368948248,0
1714,2386-OWURY,0.6405135520684736,0.3594864479315264,0
4830,6906-MPARY,0.8430717863105175,0.15692821368948248,0
4840,7080-TNUWP,0.8430717863105175,0.15692821368948248,0
4248,6586-PSJOX,0.5026455026455027,0.4973544973544973,0
4582,2408-TZMJL,0.6405135520684736,0.3594864479315264,0
745,6075-QMNRR,0.9544179523141655,0.0455820476858345,0
6284,7208-PSIHR,0.8430717863105175,0.15692821368948248,0
6748,5310-NOOVA,0.8350515463917526,0.16494845360824742,0
4440,9931-DCEZH,0.9544179523141655,0.0455820476858345,0
4222,6194-HBGQN,0.8430717863105175,0.15692821368948248,0
6057,1930-QPBVZ,0.8430717863105175,0.15692821368948248,0
771,6257-RJOHI,0.5026455026455027,0.4973544973544973,0
3863,9817-APLHW,0.8046767537826685,0.1953232462173315,0
6975,8874-EJNSR,0.9544179523141655,0.0455820476858345,0
4483,0691-JVSYA,0.8430717863105175,0.15692821368948248,0
6928,8173-RXAYP,0.9544179523141655,0.0455820476858345,0
3903,0496-AHOOK,0.8430717863105175,0.15692821368948248,0
1991,3545-CNWRG,0.6405135520684736,0.3594864479315264,0
6860,7157-SMCFK,0.9544179523141655,0.0455820476858345,0
4545,1732-FEKLD,0.8430717863105175,0.15692821368948248,0
5945,9489-JMTTN,0.8430717863105175,0.15692821368948248,0
1240,0112-QAWRZ,0.4002808988764045,0.5997191011235955,1
1259,0187-QSXOE,0.4002808988764045,0.5997191011235955,1
3087,8751-EDEKA,0.8430717863105175,0.15692821368948248,0
957,7767-UXAGJ,0.5026455026455027,0.4973544973544973,0
4289,7156-MXBJE,0.8430717863105175,0.15692821368948248,0
5813,7501-IWUNG,0.9544179523141655,0.0455820476858345,0
4146,4785-QRJHC,0.9544179523141655,0.0455820476858345,0
2792,7251-XFOIL,0.8430717863105175,0.15692821368948248,0
6632,3460-TJBWI,0.9544179523141655,0.0455820476858345,0
2638,6502-HCJTI,0.4002808988764045,0.5997191011235955,1
1884,3088-LHEFH,0.4002808988764045,0.5997191011235955,1
4665,4083-BFNYK,0.8430717863105175,0.15692821368948248,0
6541,2097-YVPKN,0.9544179523141655,0.0455820476858345,0
4937,9101-BWFSS,0.6405135520684736,0.3594864479315264,0
1623,1996-DBMUS,0.9544179523141655,0.0455820476858345,0
469,3896-RCYYE,0.9544179523141655,0.0455820476858345,0
3208,9399-APLBT,0.140625,0.859375,1
4571,2284-VFLKH,0.8430717863105175,0.15692821368948248,0
4952,9391-YZEJW,0.8430717863105175,0.15692821368948248,0
375,3179-GBRWV,0.9544179523141655,0.0455820476858345,0
3307,9819-FBNSV,0.9544179523141655,0.0455820476858345,0
4778,6050-IJRHS,0.6405135520684736,0.3594864479315264,0
4096,4000-VGMQP,0.8430717863105175,0.15692821368948248,0
1972,3453-RTHJQ,0.4002808988764045,0.5997191011235955,1
6709,4774-HHGGS,0.9544179523141655,0.0455820476858345,0
7014,9548-LERKT,0.9544179523141655,0.0455820476858345,0
6241,6386-SZZKH,0.8430717863105175,0.15692821368948248,0
1952,3384-CTMSF,0.6405135520684736,0.3594864479315264,0
6791,5995-LFTLE,0.9544179523141655,0.0455820476858345,0
237,2082-CEFLT,0.5026455026455027,0.4973544973544973,0
5254,7319-ZNRTR,0.8350515463917526,0.16494845360824742,0
313,2737-WFVYW,0.5026455026455027,0.4973544973544973,0
4414,9470-YFUYI,0.9544179523141655,0.0455820476858345,0
5721,6166-YIPFO,0.8350515463917526,0.16494845360824742,0
3965,1536-YHDOE,0.9544179523141655,0.0455820476858345,0
1333,0495-RVCBF,0.140625,0.859375,1
1916,3211-AAPKX,0.8430717863105175,0.15692821368948248,0
1651,2079-FBMZK,0.4002808988764045,0.5997191011235955,1
392,3346-BRMIS,0.8350515463917526,0.16494845360824742,0
5108,3594-BDSOA,0.9544179523141655,0.0455820476858345,0
2808,7321-VGNKU,0.4002808988764045,0.5997191011235955,1
4367,8672-OAUPW,0.9544179523141655,0.0455820476858345,0
3399,1051-EQPZR,0.9544179523141655,0.0455820476858345,0
6715,4821-WQOYN,0.9544179523141655,0.0455820476858345,0
3040,8496-EJAUI,0.8430717863105175,0.15692821368948248,0
4190,5753-QQWPW,0.8350515463917526,0.16494845360824742,0
1783,2688-BHGOG,0.4002808988764045,0.5997191011235955,1
1982,3503-TYDAY,0.6405135520684736,0.3594864479315264,0
63,0623-IIHUG,0.8350515463917526,0.16494845360824742,0
2846,7503-ZGUZJ,0.140625,0.859375,1
6841,6857-TKDJV,0.9544179523141655,0.0455820476858345,0
630,5103-MHMHY,0.5026455026455027,0.4973544973544973,0
3548,3645-DEYGF,0.8046767537826685,0.1953232462173315,0
559,4537-DKTAL,0.5026455026455027,0.4973544973544973,0
1568,1670-SVOWZ,0.4002808988764045,0.5997191011235955,1
4889,8199-ZLLSA,0.8430717863105175,0.15692821368948248,0
5734,6371-NZYEG,0.8046767537826685,0.1953232462173315,0
4086,3740-RLMVT,0.9544179523141655,0.0455820476858345,0
3884,0121-SNYRK,0.9544179523141655,0.0455820476858345,0
6169,4713-ZBURT,0.8430717863105175,0.15692821368948248,0
964,7811-JIVPF,0.9544179523141655,0.0455820476858345,0
946,7721-JXEAW,0.9544179523141655,0.0455820476858345,0
6373,9298-WGMRW,0.8430717863105175,0.15692821368948248,0
5794,7164-BPTUT,0.8430717863105175,0.15692821368948248,0
5473,2211-RMNHO,0.8430717863105175,0.15692821368948248,0
3482,2393-DIVAI,0.8046767537826685,0.1953232462173315,0
1629,2018-QKYGT,0.140625,0.859375,1
1089,8779-QRDMV,0.5026455026455027,0.4973544973544973,0
128,1208-NBVFH,0.8350515463917526,0.16494845360824742,0
4127,4549-ZDQYY,0.9544179523141655,0.0455820476858345,0
2439,5565-FILXA,0.4002808988764045,0.5997191011235955,1
3071,8687-BAFGU,0.140625,0.859375,1
4044,2988-PLAHS,0.4002808988764045,0.5997191011235955,1
3586,4211-MMAZN,0.8046767537826685,0.1953232462173315,0
2816,7379-FNIUJ,0.4002808988764045,0.5997191011235955,1
5541,3399-BMLVW,0.9544179523141655,0.0455820476858345,0
1586,1771-OADNZ,0.6405135520684736,0.3594864479315264,0
5246,7137-NAXML,0.9544179523141655,0.0455820476858345,0
878,7136-IHZJA,0.9544179523141655,0.0455820476858345,0
6221,5989-AXPUC,0.8430717863105175,0.15692821368948248,0
6910,7951-QKZPL,0.9544179523141655,0.0455820476858345,0
326,2833-SLKDQ,0.5026455026455027,0.4973544973544973,0
4942,9154-QDGTH,0.8430717863105175,0.15692821368948248,0
3855,9578-FOMUK,0.8046767537826685,0.1953232462173315,0
3898,0384-LPITE,0.9544179523141655,0.0455820476858345,0
1545,1569-TTNYJ,0.4002808988764045,0.5997191011235955,1
3381,0620-XEFWH,0.8046767537826685,0.1953232462173315,0
3202,9365-SRSZE,0.8350515463917526,0.16494845360824742,0
2717,6899-PPEEA,0.6405135520684736,0.3594864479315264,0
2089,4013-TLDHQ,0.6405135520684736,0.3594864479315264,0
6554,2263-SFSQZ,0.9544179523141655,0.0455820476858345,0
471,3926-CUQZX,0.5026455026455027,0.4973544973544973,0
938,7639-SUPCW,0.9544179523141655,0.0455820476858345,0
1377,0680-DFNNY,0.4002808988764045,0.5997191011235955,1
2394,5366-IJEQJ,0.6405135520684736,0.3594864479315264,0
4347,8220-OCUFY,0.8350515463917526,0.16494845360824742,0
643,5174-RNGBH,0.8046767537826685,0.1953232462173315,0
1520,1447-GIQMR,0.140625,0.859375,1
3228,9490-DFPMD,0.6405135520684736,0.3594864479315264,0
1853,2982-IHMFT,0.140625,0.859375,1
3061,8630-FJLIB,0.8350515463917526,0.16494845360824742,0
4287,7136-RVDTZ,0.8350515463917526,0.16494845360824742,0
6908,7941-RCJOW,0.9544179523141655,0.0455820476858345,0
4986,0048-PIHNL,0.9544179523141655,0.0455820476858345,0
3833,9122-UMROB,0.8046767537826685,0.1953232462173315,0
541,4431-EDMIQ,0.4002808988764045,0.5997191011235955,1
5074,2682-KEVRP,0.9544179523141655,0.0455820476858345,0
6825,6619-RPLQZ,0.9544179523141655,0.0455820476858345,0
2028,3737-GCSPV,0.4002808988764045,0.5997191011235955,1
1130,9115-YQHGA,0.8350515463917526,0.16494845360824742,0
3090,8761-NSOBC,0.6405135520684736,0.3594864479315264,0
2265,4824-GUCBY,0.6405135520684736,0.3594864479315264,0
4238,6416-JNVRK,0.9544179523141655,0.0455820476858345,0
3031,8444-WRIDW,0.8430717863105175,0.15692821368948248,0
883,7217-JYHOQ,0.9544179523141655,0.0455820476858345,0
6839,6848-HJTXY,0.9544179523141655,0.0455820476858345,0
5757,6631-HMANX,0.8430717863105175,0.15692821368948248,0
3018,8387-MOJJT,0.8430717863105175,0.15692821368948248,0
3602,4623-ZKHLY,0.9544179523141655,0.0455820476858345,0
4215,6094-ZIVKX,0.9544179523141655,0.0455820476858345,0
2356,5216-WASFJ,0.6405135520684736,0.3594864479315264,0
6608,3129-AAQOU,0.9544179523141655,0.0455820476858345,0
3626,4895-TMWIR,0.8046767537826685,0.1953232462173315,0
4522,1357-BIJKI,0.6405135520684736,0.3594864479315264,0
5544,3429-IFLEM,0.8430717863105175,0.15692821368948248,0
5786,7101-HRBLJ,0.8430717863105175,0.15692821368948248,0
1196,9734-UYXQI,0.5026455026455027,0.4973544973544973,0
5409,0909-SELIE,0.8430717863105175,0.15692821368948248,0
5145,4597-ELFTS,0.8350515463917526,0.16494845360824742,0
6518,1790-NESIO,0.8046767537826685,0.1953232462173315,0
2728,6952-OMNWB,0.8430717863105175,0.15692821368948248,0
3510,2839-RFSQE,0.8046767537826685,0.1953232462173315,0
4650,3733-UOCWF,0.8430717863105175,0.15692821368948248,0
926,7587-RZNME,0.5026455026455027,0.4973544973544973,0
2282,4883-QICIH,0.9544179523141655,0.0455820476858345,0
2980,8132-YPVBX,0.4002808988764045,0.5997191011235955,1
3782,8006-PYCSW,0.8046767537826685,0.1953232462173315,0
6317,8024-XNAFQ,0.8430717863105175,0.15692821368948248,0
4348,8224-UAXBZ,0.8350515463917526,0.16494845360824742,0
5915,9110-HSGTV,0.8430717863105175,0.15692821368948248,0
1616,1960-UYCNN,0.4002808988764045,0.5997191011235955,1
4032,2794-XIMMO,0.8350515463917526,0.16494845360824742,0
5961,9795-NREXC,0.8430717863105175,0.15692821368948248,0
3723,6979-TNDEU,0.8046767537826685,0.1953232462173315,0
3531,3195-TQDZX,0.8046767537826685,0.1953232462173315,0
5910,9065-ZCPQX,0.8430717863105175,0.15692821368948248,0
846,6876-ADESB,0.5026455026455027,0.4973544973544973,0
5578,3938-YFPXD,0.8430717863105175,0.15692821368948248,0
503,4190-MFLUW,0.5026455026455027,0.4973544973544973,0
1030,8286-AFUYI,0.8046767537826685,0.1953232462173315,0
6428,0463-TXOAK,0.9544179523141655,0.0455820476858345,0
1549,1583-IHQZE,0.4002808988764045,0.5997191011235955,1
3006,8329-GWVPJ,0.9544179523141655,0.0455820476858345,0
2962,8062-YBDOE,0.140625,0.859375,1
3457,2002-MZHWP,0.8046767537826685,0.1953232462173315,0
5079,2812-REYAT,0.9544179523141655,0.0455820476858345,0
4668,4118-CEVPF,0.8430717863105175,0.15692821368948248,0
1226,0018-NYROU,0.4002808988764045,0.5997191011235955,1
1650,2077-MPJQO,0.4002808988764045,0.5997191011235955,1
2893,7718-RXDGG,0.4002808988764045,0.5997191011235955,1
5161,4962-CHQPW,0.9544179523141655,0.0455820476858345,0
4223,6195-MELTI,0.9544179523141655,0.0455820476858345,0
6122,3520-FJGCV,0.8430717863105175,0.15692821368948248,0
5231,6765-MBQNU,0.9544179523141655,0.0455820476858345,0
5746,6479-VDGRK,0.8430717863105175,0.15692821368948248,0
1775,2672-TGEFF,0.6405135520684736,0.3594864479315264,0
1758,2612-RRIDN,0.4002808988764045,0.5997191011235955,1
6896,7647-GYYKX,0.9544179523141655,0.0455820476858345,0
3757,7706-DZNKK,0.8046767537826685,0.1953232462173315,0
1450,1061-PNTHC,0.8430717863105175,0.15692821368948248,0
6476,1106-HRLKZ,0.9544179523141655,0.0455820476858345,0
4934,8999-XXGNS,0.8430717863105175,0.15692821368948248,0
475,3948-XHGNA,0.9544179523141655,0.0455820476858345,0
1660,2114-MGINA,0.4002808988764045,0.5997191011235955,1
898,7359-PTSXY,0.5026455026455027,0.4973544973544973,0
1863,3002-WQZWT,0.8350515463917526,0.16494845360824742,0
4446,0048-LUMLS,0.8430717863105175,0.15692821368948248,0
5918,9140-CZQZZ,0.8430717863105175,0.15692821368948248,0
249,2181-UAESM,0.8046767537826685,0.1953232462173315,0
2453,5609-CEBID,0.6405135520684736,0.3594864479315264,0
2195,4546-FOKWR,0.4002808988764045,0.5997191011235955,1
3191,9300-AGZNL,0.140625,0.859375,1
4931,8961-QDZZJ,0.6405135520684736,0.3594864479315264,0
4273,6981-TDRFT,0.8350515463917526,0.16494845360824742,0
4740,5336-UFNZP,0.6405135520684736,0.3594864479315264,0
5289,8430-TWCBX,0.9544179523141655,0.0455820476858345,0
3945,1154-HYWWO,0.9544179523141655,0.0455820476858345,0
6172,4822-LPTYJ,0.8430717863105175,0.15692821368948248,0
5302,8748-HFWBO,0.9544179523141655,0.0455820476858345,0
4967,9738-QLWTP,0.6405135520684736,0.3594864479315264,0
3411,1218-VKFPE,0.8046767537826685,0.1953232462173315,0
1766,2656-FMOKZ,0.4002808988764045,0.5997191011235955,1
5955,9675-ICXCT,0.6405135520684736,0.3594864479315264,0
2215,4603-JANFB,0.140625,0.859375,1
2687,6729-GDNGC,0.8430717863105175,0.15692821368948248,0
1040,8400-WZICQ,0.8350515463917526,0.16494845360824742,0
1022,8242-JSVBO,0.5026455026455027,0.4973544973544973,0
6610,3154-HMWUU,0.9544179523141655,0.0455820476858345,0
3919,0725-CXOTM,0.8430717863105175,0.15692821368948248,0
5129,4311-QTTAI,0.8046767537826685,0.1953232462173315,0
5689,5736-YEJAX,0.8430717863105175,0.15692821368948248,0
1681,2215-ZAFGX,0.4002808988764045,0.5997191011235955,1
6656,3777-XROBG,0.9544179523141655,0.0455820476858345,0
3141,9052-VKDUW,0.8430717863105175,0.15692821368948248,0
3969,1696-MZVAU,0.9544179523141655,0.0455820476858345,0
5447,1821-BUCWY,0.9544179523141655,0.0455820476858345,0
4285,7105-MXJLL,0.9544179523141655,0.0455820476858345,0
6215,5795-KTGUD,0.8430717863105175,0.15692821368948248,0
2450,5600-KTXFM,0.4002808988764045,0.5997191011235955,1
5903,8882-TLVRW,0.9544179523141655,0.0455820476858345,0
6136,3810-DVDQQ,0.8430717863105175,0.15692821368948248,0
3785,8053-WWDRO,0.8046767537826685,0.1953232462173315,0
6302,7666-WKRON,0.6405135520684736,0.3594864479315264,0
1252,0141-YEAYS,0.8430717863105175,0.15692821368948248,0
2491,5842-POCOP,0.4002808988764045,0.5997191011235955,1
3430,1539-LNKHM,0.8046767537826685,0.1953232462173315,0
1878,3066-RRJIO,0.140625,0.859375,1
6184,5161-UBZXI,0.8430717863105175,0.15692821368948248,0
2877,7611-YKYTC,0.8430717863105175,0.15692821368948248,0
2832,7426-WEIJX,0.6405135520684736,0.3594864479315264,0
6516,1764-VUUMT,0.9544179523141655,0.0455820476858345,0
2645,6538-POCHL,0.8430717863105175,0.15692821368948248,0
6164,4622-YNKIJ,0.6405135520684736,0.3594864479315264,0
3211,9408-SSNVZ,0.4002808988764045,0.5997191011235955,1
1683,2240-HSJQD,0.8430717863105175,0.15692821368948248,0
269,2309-OSFEU,0.5026455026455027,0.4973544973544973,0
1279,0265-EDXBD,0.6405135520684736,0.3594864479315264,0
6712,4804-NCPET,0.9544179523141655,0.0455820476858345,0
3935,1032-MAELW,0.6405135520684736,0.3594864479315264,0
3639,5143-WMWOG,0.8046767537826685,0.1953232462173315,0
3388,0816-TSPHQ,0.8046767537826685,0.1953232462173315,0
2801,7294-TMAOP,0.140625,0.859375,1
